dat_flg	plume_bg_num	plume_num	t_start	t_stop	wind_speed_m_per_s_new	wind_speed_m_per_s	dist_from_fire_m_new	dist_from_fire_m	IsEmissionPass	Age_physical_avg_min	Flight_ID	closest_fire	emission_pass_name
67174	81.5	NA	2018-08-02 20:15:49	2018-08-02 20:15:49	NA	NA	NA	NA	NA	NA	NA	NA	
67175	NA	82	2018-08-02 20:15:50	2018-08-02 20:19:06	10.97266667	15.94	378856.0645	NA	NA	575.4542568	RF05	Mendocino Complex Fire aged	
67176	82.5	NA	2018-08-02 20:19:07	2018-08-02 20:19:10	NA	NA	NA	NA	NA	NA	NA	NA	
67177	NA	83	2018-08-02 20:19:11	2018-08-02 20:25:11	10.97266667	14.17	346525.9195	NA	NA	526.3471649	RF05	Mendocino Complex Fire aged	
67178	83.5	NA	2018-08-02 20:25:12	2018-08-02 20:25:14	NA	NA	NA	NA	NA	NA	NA	NA	
67179	NA	84	2018-08-02 20:25:15	2018-08-02 20:31:08	10.97266667	14.64	311917.887	NA	NA	473.780131	RF05	Mendocino Complex Fire aged	
67180	84	NA	2018-08-02 20:31:09	2018-08-02 20:31:23	NA	NA	NA	NA	NA	NA	NA	NA	
67318	85	NA	2018-08-02 20:33:41	2018-08-02 20:33:55	NA	NA	NA	NA	NA	NA	NA	NA	
67319	NA	85	2018-08-02 20:33:56	2018-08-02 20:42:06	10.97266667	10.07	269167.9923	NA	NA	408.8462123	RF05	Mendocino Complex Fire aged	
67320	85	NA	2018-08-02 20:42:07	2018-08-02 20:42:10	NA	NA	NA	NA	NA	NA	NA	NA	
67321	85.5	NA	2018-08-02 20:42:11	2018-08-02 20:42:21	NA	NA	NA	NA	NA	NA	NA	NA	
67322	86	NA	2018-08-02 20:42:22	2018-08-02 20:42:25	NA	NA	NA	NA	NA	NA	NA	NA	
67323	NA	86	2018-08-02 20:42:26	2018-08-02 20:45:37	10.97266667	11.07	277606.4897	NA	NA	421.6636638	RF05	Mendocino Complex Fire aged	
67324	86	NA	2018-08-02 20:45:38	2018-08-02 20:45:52	NA	NA	NA	NA	NA	NA	NA	NA	
67329	87	NA	2018-08-02 20:45:57	2018-08-02 20:46:11	NA	NA	NA	NA	NA	NA	NA	NA	
67330	NA	87	2018-08-02 20:46:12	2018-08-02 20:55:52	10.97266667	10.5	304057.172	NA	NA	461.8402881	RF05	Mendocino Complex Fire aged	
67331	87	NA	2018-08-02 20:55:53	2018-08-02 20:56:07	NA	NA	NA	NA	NA	NA	NA	NA	
67734	88	NA	2018-08-02 21:02:50	2018-08-02 21:03:04	NA	NA	NA	NA	NA	NA	NA	NA	
67735	NA	88	2018-08-02 21:03:05	2018-08-02 21:07:14	10.97266667	12.77	307939.7858	NA	NA	467.7376903	RF05	Mendocino Complex Fire aged	
67736	88.5	NA	2018-08-02 21:07:15	2018-08-02 21:07:22	NA	NA	NA	NA	NA	NA	NA	NA	
67737	NA	89	2018-08-02 21:07:23	2018-08-02 21:11:02	10.97266667	14.81	294055.2828	NA	NA	446.6481602	RF05	Mendocino Complex Fire aged	
67738	89	NA	2018-08-02 21:11:03	2018-08-02 21:11:17	NA	NA	NA	NA	NA	NA	NA	NA	
67784	90	NA	2018-08-02 21:12:03	2018-08-02 21:12:17	NA	NA	NA	NA	NA	NA	NA	NA	
67785	NA	90	2018-08-02 21:12:18	2018-08-02 21:15:59	10.97266667	13.66	280802.0878	NA	NA	426.5175402	RF05	Mendocino Complex Fire aged	
67786	90	NA	2018-08-02 21:16:00	2018-08-02 21:16:14	NA	NA	NA	NA	NA	NA	NA	NA	
68010	91	NA	2018-08-02 21:20:00	2018-08-02 21:20:14	NA	NA	NA	NA	NA	NA	NA	NA	
68011	NA	91	2018-08-02 21:20:15	2018-08-02 21:21:41	10.97266667	9.44	272455.7022	NA	NA	413.8399997	RF05	Mendocino Complex Fire aged	
68012	91	NA	2018-08-02 21:21:42	2018-08-02 21:21:56	NA	NA	NA	NA	NA	NA	NA	NA	
68060	92	NA	2018-08-02 21:22:44	2018-08-02 21:22:58	NA	NA	NA	NA	NA	NA	NA	NA	
68061	NA	92	2018-08-02 21:22:59	2018-08-02 21:25:07	10.97266667	11.42	280096.1786	NA	NA	425.4453166	RF05	Mendocino Complex Fire aged	
68062	92	NA	2018-08-02 21:25:08	2018-08-02 21:25:22	NA	NA	NA	NA	NA	NA	NA	NA	
68066	93	NA	2018-08-02 21:25:26	2018-08-02 21:25:40	NA	NA	NA	NA	NA	NA	NA	NA	
68067	NA	93	2018-08-02 21:25:41	2018-08-02 21:28:10	10.97266667	11.22	287498.0433	NA	NA	436.6881999	RF05	Mendocino Complex Fire aged	
68068	93.5	NA	2018-08-02 21:28:11	2018-08-02 21:28:17	NA	NA	NA	NA	NA	NA	NA	NA	
68069	NA	94	2018-08-02 21:28:18	2018-08-02 21:39:13	10.97266667	10.32	310095.9719	NA	NA	471.0127771	RF05	Mendocino Complex Fire aged	
68070	94.5	NA	2018-08-02 21:39:14	2018-08-02 21:39:22	NA	NA	NA	NA	NA	NA	NA	NA	
68071	NA	95	2018-08-02 21:39:23	2018-08-02 21:45:49	10.97266667	9.97	349168.9332	NA	NA	530.3617066	RF05	River of smoke/uncertain	
68072	NA	96	2018-08-02 21:45:50	2018-08-02 21:51:15	10.97266667	8.31	379975.6269	NA	NA	577.1547891	RF05	River of smoke/uncertain	
68073	96.5	NA	2018-08-02 21:51:16	2018-08-02 21:51:25	NA	NA	NA	NA	NA	NA	NA	NA	
68074	NA	97	2018-08-02 21:51:26	2018-08-02 22:00:00	10.97266667	6.83	420366.0472	NA	NA	638.5048411	RF05	River of smoke/uncertain	
68075	97	NA	2018-08-02 22:00:01	2018-08-02 22:00:15	NA	NA	NA	NA	NA	NA	NA	NA	
68222	98	NA	2018-08-02 22:02:42	2018-08-02 22:02:56	NA	NA	NA	NA	NA	NA	NA	NA	
68223	NA	98	2018-08-02 22:02:57	2018-08-02 22:25:12	10.97266667	7.23	517083.6202	NA	NA	785.4116595	RF05	River of smoke/uncertain	
68224	98.5	NA	2018-08-02 22:25:13	2018-08-02 22:25:22	NA	NA	NA	NA	NA	NA	NA	NA	
68225	NA	99	2018-08-02 22:25:23	2018-08-02 22:39:48	10.97266667	9.03	571012.61	NA	NA	867.3257944	RF05	River of smoke/uncertain	
68226	99	NA	2018-08-02 22:39:49	2018-08-02 22:40:03	NA	NA	NA	NA	NA	NA	NA	NA	
68383	100	NA	2018-08-02 22:42:40	2018-08-02 22:42:54	NA	NA	NA	NA	NA	NA	NA	NA	
68384	NA	100	2018-08-02 22:42:55	2018-08-02 22:55:44	10.97266667	11.11	557807.9169	NA	NA	847.2688452	RF05	River of smoke/uncertain	
68385	100	NA	2018-08-02 22:55:45	2018-08-02 22:55:59	NA	NA	NA	NA	NA	NA	NA	NA	
68425	101	NA	2018-08-02 22:56:39	2018-08-02 22:56:53	NA	NA	NA	NA	NA	NA	NA	NA	
68426	NA	101	2018-08-02 22:56:54	2018-08-02 23:04:30	10.97266667	6.71	556825.7811	NA	NA	845.7770537	RF05	River of smoke/uncertain	
68427	NA	102	2018-08-02 23:04:31	2018-08-02 23:28:43	10.97266667	6.75	564183.5904	NA	NA	856.9530202	RF05	River of smoke/uncertain	
68428	102	NA	2018-08-02 23:28:44	2018-08-02 23:28:58	NA	NA	NA	NA	NA	NA	NA	NA	
68516	103	NA	2018-08-02 23:30:26	2018-08-02 23:30:40	NA	NA	NA	NA	NA	NA	NA	NA	
68517	NA	103	2018-08-02 23:30:41	2018-08-02 23:38:45	10.97266667	7.62	558086.4842	NA	NA	847.6919682	RF05	River of smoke/uncertain	
68518	103	NA	2018-08-02 23:38:46	2018-08-02 23:39:00	NA	NA	NA	NA	NA	NA	NA	NA	
69129	104	NA	2018-08-02 23:49:11	2018-08-02 23:49:25	NA	NA	NA	NA	NA	NA	NA	NA	
69130	NA	104	2018-08-02 23:49:26	2018-08-02 23:56:40	10.97266667	16.58	675931.6941	NA	NA	1026.6901	RF05	River of smoke/uncertain	
69131	104	NA	2018-08-02 23:56:41	2018-08-02 23:56:42	NA	NA	NA	NA	NA	NA	NA	NA	
69132	104.5	NA	2018-08-02 23:56:43	2018-08-02 23:56:55	NA	NA	NA	NA	NA	NA	NA	NA	
69133	105	NA	2018-08-02 23:56:56	2018-08-02 23:56:57	NA	NA	NA	NA	NA	NA	NA	NA	
69134	NA	105	2018-08-02 23:56:58	2018-08-03 00:11:21	10.97266667	15.88	690469.6478	NA	NA	1048.772173	RF05	River of smoke/uncertain	
69135	105	NA	2018-08-03 00:11:22	2018-08-03 00:11:36	NA	NA	NA	NA	NA	NA	NA	NA	
69275	106	NA	2018-08-03 00:13:56	2018-08-03 00:14:10	NA	NA	NA	NA	NA	NA	NA	NA	
69276	NA	106	2018-08-03 00:14:11	2018-08-03 00:28:54	10.97266667	10.49	691587.2498	NA	NA	1050.469727	RF05	River of smoke/uncertain	
69277	106	NA	2018-08-03 00:28:55	2018-08-03 00:29:09	NA	NA	NA	NA	NA	NA	NA	NA	
69350	107	NA	2018-08-03 00:30:22	2018-08-03 00:30:36	NA	NA	NA	NA	NA	NA	NA	NA	
69351	NA	107	2018-08-03 00:30:37	2018-08-03 00:46:50	10.97266667	6.77	723333.3994	NA	NA	1098.689774	RF05	River of smoke/uncertain	
77214	108	NA	2018-08-03 22:12:20	2018-08-03 22:12:34	NA	NA	NA	NA	NA	NA	NA	NA	
77215	NA	108	2018-08-03 22:12:35	2018-08-03 22:18:15	3.566666667	4.56	61145.72082	82201.5	NA	285.7276674	RF06	Cougar Creek Fire	
77216	108	NA	2018-08-03 22:18:16	2018-08-03 22:18:30	NA	NA	NA	NA	NA	NA	NA	NA	
78076	109	NA	2018-08-03 22:32:50	2018-08-03 22:33:04	NA	NA	NA	NA	NA	NA	NA	NA	
78077	NA	109	2018-08-03 22:33:05	2018-08-03 22:38:13	3.566666667	3.79	42796.71752	50010.97	NA	199.9846613	RF06	Cougar Creek Fire	
78078	109	NA	2018-08-03 22:38:14	2018-08-03 22:38:28	NA	NA	NA	NA	NA	NA	NA	NA	
78096	110	NA	2018-08-03 22:38:46	2018-08-03 22:39:00	NA	NA	NA	NA	NA	NA	NA	NA	
78097	NA	110	2018-08-03 22:39:01	2018-08-03 22:45:04	3.566666667	2.35	48335.6863	44567.59	NA	225.867693	RF06	Cougar Creek Fire	
78098	110	NA	2018-08-03 22:45:05	2018-08-03 22:45:19	NA	NA	NA	NA	NA	NA	NA	NA	
86161	111	NA	2018-08-04 00:59:51	2018-08-04 01:00:05	NA	NA	NA	NA	NA	NA	NA	NA	
86162	NA	111	2018-08-04 01:00:06	2018-08-04 01:01:53	9.366	6.52	21831.56293	22339.18	NA	38.84896243	RF06	Kiwah Fire	
86304	NA	112	2018-08-04 01:04:15	2018-08-04 01:07:22	9.366	9.25	31248.95068	30162.81	NA	55.60707289	RF06	Kiwah Fire	
86305	112	NA	2018-08-04 01:07:23	2018-08-04 01:07:37	NA	NA	NA	NA	NA	NA	NA	NA	
86422	113	NA	2018-08-04 01:09:34	2018-08-04 01:09:48	NA	NA	NA	NA	NA	NA	NA	NA	
86423	NA	113	2018-08-04 01:09:49	2018-08-04 01:12:33	9.366	8.79	27519.98273	31611.91	NA	48.97142631	RF06	Kiwah Fire	
86550	NA	114	2018-08-04 01:14:43	2018-08-04 01:17:12	9.366	11.11	36769.45425	34636.9	NA	65.43073217	RF06	Kiwah Fire	
86551	114	NA	2018-08-04 01:17:13	2018-08-04 01:17:27	NA	NA	NA	NA	NA	NA	NA	NA	
86666	115	NA	2018-08-04 01:19:22	2018-08-04 01:19:36	NA	NA	NA	NA	NA	NA	NA	NA	
86667	NA	115	2018-08-04 01:19:37	2018-08-04 01:23:22	9.366	8.19	46259.69968	49432.81	NA	82.31849185	RF06	Kiwah Fire	
86739	NA	116	2018-08-04 01:24:34	2018-08-04 01:28:30	9.366	10.28	55453.90213	54176.31	NA	98.67944717	RF06	Kiwah Fire	
86740	116	NA	2018-08-04 01:28:31	2018-08-04 01:28:45	NA	NA	NA	NA	NA	NA	NA	NA	
86917	117	NA	2018-08-04 01:31:50	2018-08-04 01:32:19	NA	NA	NA	NA	NA	NA	NA	NA	
86918	NA	117	2018-08-04 01:32:20	2018-08-04 01:33:29	9.366	9.64	11407.50091	12738.37	1	20.29948912	RF06	Rabbit Foot Fire	Rabbit_Foot_Fire_a
86919	117	NA	2018-08-04 01:33:30	2018-08-04 01:34:00	NA	NA	NA	NA	NA	NA	NA	NA	
87381	NA	118	2018-08-04 01:41:02	2018-08-04 01:42:07	9.366	8.31	22887.38148	22337.8	NA	40.72777685	RF06	Rabbit Foot Fire	
87409	118.5	NA	2018-08-04 01:42:35	2018-08-04 01:42:49	NA	NA	NA	NA	NA	NA	NA	NA	
87451	NA	119	2018-08-04 01:43:33	2018-08-04 01:45:19	9.366	9.65	31747.75601	32420.76	NA	56.49469002	RF06	Rabbit Foot Fire	
88020	120	NA	2018-08-04 01:54:48	2018-08-04 01:54:54	NA	NA	NA	NA	NA	NA	NA	NA	
88021	NA	120	2018-08-04 01:54:55	2018-08-04 01:57:21	9.366	11.92	49674.4367	50244.91	NA	88.39496886	RF06	Kiwah Fire	
88022	120	NA	2018-08-04 01:57:22	2018-08-04 01:57:35	NA	NA	NA	NA	NA	NA	NA	NA	
91149	121	NA	2018-08-06 20:20:20	2018-08-06 20:20:34	NA	NA	NA	NA	NA	NA	NA	NA	
91150	NA	121	2018-08-06 20:20:35	2018-08-06 20:24:15	2.34	3.13	NA	NA	NA	87231.66046	RF07	uncertain	
91151	121	NA	2018-08-06 20:24:16	2018-08-06 20:24:30	NA	NA	NA	NA	NA	NA	NA	NA	
91840	122	NA	2018-08-06 20:36:02	2018-08-06 20:36:16	NA	NA	NA	NA	NA	NA	NA	NA	
91841	NA	122	2018-08-06 20:36:17	2018-08-06 20:42:10	2.34	0.83	NA	NA	NA	87666.75065	RF07	uncertain	
91842	122	NA	2018-08-06 20:42:11	2018-08-06 20:42:25	NA	NA	NA	NA	NA	NA	NA	NA	
91857	123	NA	2018-08-06 20:42:40	2018-08-06 20:42:54	NA	NA	NA	NA	NA	NA	NA	NA	
91858	NA	123	2018-08-06 20:42:55	2018-08-06 20:52:48	2.34	0.47	NA	NA	NA	88055.44794	RF07	uncertain	
91859	123	NA	2018-08-06 20:52:49	2018-08-06 20:53:03	NA	NA	NA	NA	NA	NA	NA	NA	
92096	124	NA	2018-08-06 20:56:59	2018-08-06 20:57:13	NA	NA	NA	NA	NA	NA	NA	NA	
92097	NA	124	2018-08-06 20:57:14	2018-08-06 20:59:42	2.34	0.68	NA	NA	NA	88424.00372	RF07	uncertain	
92098	124	NA	2018-08-06 20:59:43	2018-08-06 20:59:57	NA	NA	NA	NA	NA	NA	NA	NA	
92373	125	NA	2018-08-06 21:04:32	2018-08-06 21:04:46	NA	NA	NA	NA	NA	NA	NA	NA	
92374	NA	125	2018-08-06 21:04:47	2018-08-06 21:09:02	2.34	1.37	NA	NA	NA	88778.75132	RF07	uncertain	
92375	125	NA	2018-08-06 21:09:03	2018-08-06 21:09:17	NA	NA	NA	NA	NA	NA	NA	NA	
92452	126	NA	2018-08-06 21:10:34	2018-08-06 21:10:48	NA	NA	NA	NA	NA	NA	NA	NA	
92453	NA	126	2018-08-06 21:10:49	2018-08-06 21:13:32	2.34	1.56	NA	NA	NA	88996.19441	RF07	uncertain	
92454	126	NA	2018-08-06 21:13:33	2018-08-06 21:13:47	NA	NA	NA	NA	NA	NA	NA	NA	
92495	127	NA	2018-08-06 21:14:28	2018-08-06 21:14:42	NA	NA	NA	NA	NA	NA	NA	NA	
92496	NA	127	2018-08-06 21:14:43	2018-08-06 21:16:27	2.34	1.71	NA	NA	NA	89138.55334	RF07	uncertain	
92497	127	NA	2018-08-06 21:16:28	2018-08-06 21:16:42	NA	NA	NA	NA	NA	NA	NA	NA	
93022	128	NA	2018-08-06 21:25:27	2018-08-06 21:25:41	NA	NA	NA	NA	NA	NA	NA	NA	
93023	NA	128	2018-08-06 21:25:42	2018-08-06 21:29:05	2.34	4.2	NA	NA	NA	89629.04347	RF07	uncertain	
93024	128	NA	2018-08-06 21:29:06	2018-08-06 21:29:20	NA	NA	NA	NA	NA	NA	NA	NA	
93651	129	NA	2018-08-06 21:39:47	2018-08-06 21:40:01	NA	NA	NA	NA	NA	NA	NA	NA	
93652	NA	129	2018-08-06 21:40:02	2018-08-06 21:44:52	2.34	7.11	NA	NA	NA	89261.77856	RF07	uncertain	
93653	129	NA	2018-08-06 21:44:53	2018-08-06 21:45:07	NA	NA	NA	NA	NA	NA	NA	NA	
93997	130	NA	2018-08-06 21:50:51	2018-08-06 21:51:05	NA	NA	NA	NA	NA	NA	NA	NA	
93998	NA	130	2018-08-06 21:51:06	2018-08-06 21:53:18	6.093684211	3.98	46720.25891	45124.95	NA	127.7832843	RF07	Donnell Fire	
93999	130	NA	2018-08-06 21:53:19	2018-08-06 21:53:33	NA	NA	NA	NA	NA	NA	NA	NA	
94377	131	NA	2018-08-06 21:59:53	2018-08-06 22:00:07	NA	NA	NA	NA	NA	NA	NA	NA	
94378	NA	131	2018-08-06 22:00:08	2018-08-06 22:05:17	6.093684211	6.05	60689.78683	55631.91	NA	165.9909526	RF07	Donnell Fire	
94379	131	NA	2018-08-06 22:05:18	2018-08-06 22:05:32	NA	NA	NA	NA	NA	NA	NA	NA	
94681	132	NA	2018-08-06 22:10:34	2018-08-06 22:10:48	NA	NA	NA	NA	NA	NA	NA	NA	
94682	NA	132	2018-08-06 22:10:49	2018-08-06 22:16:14	6.093684211	3.9	69369.84094	78496.08	NA	189.7315279	RF07	Donnell Fire	
94683	132	NA	2018-08-06 22:16:15	2018-08-06 22:16:29	NA	NA	NA	NA	NA	NA	NA	NA	
94999	133	NA	2018-08-06 22:21:45	2018-08-06 22:21:59	NA	NA	NA	NA	NA	NA	NA	NA	
95000	NA	133	2018-08-06 22:22:00	2018-08-06 22:25:06	6.093684211	5.72	77689.26649	75338.49	NA	212.4857579	RF07	Donnell Fire	
95001	133	NA	2018-08-06 22:25:07	2018-08-06 22:25:21	NA	NA	NA	NA	NA	NA	NA	NA	
95621	134	NA	2018-08-06 22:38:26	2018-08-06 22:38:49	NA	NA	NA	NA	NA	NA	NA	NA	
95622	NA	134	2018-08-06 22:38:50	2018-08-06 22:40:29	6.093684211	6.05	49031.48259	58416.05	1	134.1046481	RF07	Donnell Fire	Donnell_Fire_b
95623	134	NA	2018-08-06 22:40:30	2018-08-06 22:40:45	NA	NA	NA	NA	NA	NA	NA	NA	
95762	135	NA	2018-08-06 22:42:53	2018-08-06 22:43:07	NA	NA	NA	NA	NA	NA	NA	NA	
95763	NA	135	2018-08-06 22:43:08	2018-08-06 22:44:32	6.093684211	4.75	57683.66458	52127.15	NA	157.768991	RF07	Donnell Fire	
95764	135	NA	2018-08-06 22:44:33	2018-08-06 22:44:47	NA	NA	NA	NA	NA	NA	NA	NA	
95875	136	NA	2018-08-06 22:46:38	2018-08-06 22:46:52	NA	NA	NA	NA	NA	NA	NA	NA	
95876	NA	136	2018-08-06 22:46:53	2018-08-06 22:52:35	6.093684211	6.55	71430.24388	65034.45	NA	195.3668788	RF07	Donnell Fire	
95877	136	NA	2018-08-06 22:52:36	2018-08-06 22:52:50	NA	NA	NA	NA	NA	NA	NA	NA	
96577	137	NA	2018-08-06 23:04:32	2018-08-06 23:04:46	NA	NA	NA	NA	NA	NA	NA	NA	
96578	NA	137	2018-08-06 23:04:47	2018-08-06 23:08:49	6.093684211	3.94	65259.21132	79901.71	NA	178.4886588	RF07	Ferguson Fire	
96579	137	NA	2018-08-06 23:08:50	2018-08-06 23:09:04	NA	NA	NA	NA	NA	NA	NA	NA	
97773	138	NA	2018-08-06 23:29:01	2018-08-06 23:29:15	NA	NA	NA	NA	NA	NA	NA	NA	
97774	NA	138	2018-08-06 23:29:16	2018-08-06 23:54:40	6.093684211	4.81	NA	NA	NA	34598.38412	RF07	uncertain	
97775	138	NA	2018-08-06 23:54:41	2018-08-06 23:54:55	NA	NA	NA	NA	NA	NA	NA	NA	
98753	139	NA	2018-08-07 00:11:15	2018-08-07 00:11:29	NA	NA	NA	NA	NA	NA	NA	NA	
98754	NA	139	2018-08-07 00:11:30	2018-08-07 00:16:57	6.093684211	5.95	62162.93051	47377.57	NA	170.020107	RF07	Ferguson Fire	
98755	139	NA	2018-08-07 00:16:58	2018-08-07 00:17:12	NA	NA	NA	NA	NA	NA	NA	NA	
98861	140	NA	2018-08-07 00:18:40	2018-08-07 00:19:09	NA	NA	NA	NA	NA	NA	NA	NA	
98862	NA	140	2018-08-07 00:19:10	2018-08-07 00:22:54	6.093684211	8.25	NA	35677.14	1	66.27619	RF07	Donnell Fire	Donnell_Fire_c
98863	140.5	NA	2018-08-07 00:22:55	2018-08-07 00:23:09	NA	NA	NA	NA	NA	NA	NA	NA	
98865	NA	141	2018-08-07 00:23:10	2018-08-07 00:24:20	6.093684211	9.34	44417.86419	44526.02	1	121.4860684	RF07	Donnell Fire	Donnell_Fire_c
98866	141	NA	2018-08-07 00:24:25	2018-08-07 00:24:55	NA	NA	NA	NA	NA	NA	NA	NA	
99002	142	NA	2018-08-07 00:26:58	2018-08-07 00:27:12	NA	NA	NA	NA	NA	NA	NA	NA	
99003	NA	142	2018-08-07 00:27:13	2018-08-07 00:29:28	6.093684211	6.44	66262.49291	56805.05	NA	181.2327065	RF07	Donnell Fire	
99004	142	NA	2018-08-07 00:29:29	2018-08-07 00:29:36	NA	NA	NA	NA	NA	NA	NA	NA	
99005	142.5	NA	2018-08-07 00:29:37	2018-08-07 00:29:43	NA	NA	NA	NA	NA	NA	NA	NA	
99006	143	NA	2018-08-07 00:29:44	2018-08-07 00:29:51	NA	NA	NA	NA	NA	NA	NA	NA	
99007	NA	143	2018-08-07 00:29:52	2018-08-07 00:32:30	6.093684211	5.75	89049.062	78841.68	NA	243.5556196	RF07	Donnell Fire	
99008	NA	144	2018-08-07 00:32:31	2018-08-07 00:39:43	6.093684211	6.74	101236.0667	95905.63	NA	276.8879582	RF07	Donnell Fire	
99009	144.5	NA	2018-08-07 00:39:44	2018-08-07 00:39:58	NA	NA	NA	NA	NA	NA	NA	NA	
99010	NA	145	2018-08-07 00:39:59	2018-08-07 00:43:35	6.093684211	4.15	108157.7435	115725.41	NA	295.8192442	RF07	Donnell Fire	
99011	145.5	NA	2018-08-07 00:43:36	2018-08-07 00:43:48	NA	NA	NA	NA	NA	NA	NA	NA	
99012	NA	146	2018-08-07 00:43:49	2018-08-07 00:50:26	6.093684211	6.82	68938.74923	94011.64	NA	188.5524609	RF07	Donnell Fire	
99013	NA	147	2018-08-07 00:50:27	2018-08-07 00:53:27	6.093684211	9.63	51574.23216	44851.43	NA	141.0592519	RF07	Donnell Fire	
99014	147	NA	2018-08-07 00:53:28	2018-08-07 00:53:42	NA	NA	NA	NA	NA	NA	NA	NA	
99023	148	NA	2018-08-07 00:53:51	2018-08-07 00:54:05	NA	NA	NA	NA	NA	NA	NA	NA	
99024	NA	148	2018-08-07 00:54:06	2018-08-07 01:01:06	6.093684211	6.96	NA	NA	NA	34211.5627	RF07	uncertain	
99025	148	NA	2018-08-07 01:01:07	2018-08-07 01:01:21	NA	NA	NA	NA	NA	NA	NA	NA	
129673	149	NA	2018-08-09 20:03:47	2018-08-09 20:04:01	NA	NA	NA	NA	NA	NA	NA	NA	
129674	NA	149	2018-08-09 20:04:02	2018-08-09 20:06:16	2.6525	3.68	NA	NA	NA	74655.23973	RF09	uncertain	
129675	149	NA	2018-08-09 20:06:17	2018-08-09 20:06:31	NA	NA	NA	NA	NA	NA	NA	NA	
129731	150	NA	2018-08-09 20:07:27	2018-08-09 20:07:41	NA	NA	NA	NA	NA	NA	NA	NA	
129732	NA	150	2018-08-09 20:07:42	2018-08-09 20:17:18	2.6525	3.35	NA	NA	NA	74353.60826	RF09	uncertain	
129733	150	NA	2018-08-09 20:17:19	2018-08-09 20:17:33	NA	NA	NA	NA	NA	NA	NA	NA	
130221	151	NA	2018-08-09 20:25:43	2018-08-09 20:25:57	NA	NA	NA	NA	NA	NA	NA	NA	
130222	NA	151	2018-08-09 20:25:58	2018-08-09 20:29:23	2.6525	2.38	25261.14678	22718.54	NA	158.7253961	RF09	Dollar Ridge Fire	
130223	151.5	NA	2018-08-09 20:29:24	2018-08-09 20:29:31	NA	NA	NA	NA	NA	NA	NA	NA	
130224	NA	152	2018-08-09 20:29:32	2018-08-09 20:33:04	2.6525	1.65	30811.68604	32374.6	NA	193.601546	RF09	Coal Hollow Fire	
130225	152	NA	2018-08-09 20:33:05	2018-08-09 20:33:17	NA	NA	NA	NA	NA	NA	NA	NA	
130226	152.5	NA	2018-08-09 20:33:18	2018-08-09 20:33:19	NA	NA	NA	NA	NA	NA	NA	NA	
130227	153	NA	2018-08-09 20:33:20	2018-08-09 20:33:32	NA	NA	NA	NA	NA	NA	NA	NA	
130228	NA	153	2018-08-09 20:33:33	2018-08-09 20:41:21	2.6525	3.42	33607.48009	38442.85	NA	211.1685837	RF09	Coal Hollow Fire	
130229	153	NA	2018-08-09 20:41:22	2018-08-09 20:41:36	NA	NA	NA	NA	NA	NA	NA	NA	
130306	154	NA	2018-08-09 20:42:53	2018-08-09 20:43:07	NA	NA	NA	NA	NA	NA	NA	NA	
130307	NA	154	2018-08-09 20:43:08	2018-08-09 20:50:57	2.6525	2.12	33455.72777	51370.91	NA	210.2150661	RF09	Coal Hollow Fire	
130308	154	NA	2018-08-09 20:50:58	2018-08-09 20:51:12	NA	NA	NA	NA	NA	NA	NA	NA	
130465	155	NA	2018-08-09 20:53:49	2018-08-09 20:54:03	NA	NA	NA	NA	NA	NA	NA	NA	
130466	NA	155	2018-08-09 20:54:04	2018-08-09 20:57:57	2.6525	1.22	NA	NA	NA	74045.78429	RF09	uncertain	
130467	155	NA	2018-08-09 20:57:58	2018-08-09 20:58:12	NA	NA	NA	NA	NA	NA	NA	NA	
131882	156	NA	2018-08-09 21:21:45	2018-08-09 21:22:14	NA	NA	NA	NA	NA	NA	NA	NA	
131894	NA	156	2018-08-09 21:22:15	2018-08-09 21:23:59	7.680526316	6.2	11322.57119	12250.3	1	24.56986828	RF09	Bear Trap Fire	Bear_Trap_Fire_a
131885	156	NA	2018-08-09 21:24:00	2018-08-09 21:24:30	NA	NA	NA	NA	NA	NA	NA	NA	
